Member_number,itemDescription,Date,Category
5322,whole milk,01-01-2024,Other
8477,yogurt,01-01-2024,Dairy
3969,coffee,01-01-2024,Other
8927,pot plants,01-01-2024,Other
9319,root vegetables,01-01-2024,Other
7274,soda,01-01-2024,Other
1623,whole milk,01-01-2024,Other
9081,sauces,01-01-2024,Other
1450,misc. beverages,01-01-2024,Other
4595,waffles,01-01-2024,Other
1255,whole milk,01-01-2024,Meat
8434,citrus fruit,01-01-2024,Other
2923,whole milk,01-01-2024,Dairy
5049,packaged fruit/vegetables,01-01-2024,Other
9402,coffee,01-01-2024,Beverages
3287,hygiene articles,01-01-2024,Dairy
8929,chocolate,01-01-2024,Other
2880,candy,01-01-2024,Other
8426,sausage,01-01-2024,Meat
6863,hamburger meat,01-01-2024,Other
6918,meat,01-01-2024,Other
3969,brown bread,01-01-2024,Other
7676,frankfurter,01-01-2024,Other
5193,rolls/buns,01-01-2024,Beverages
2474,detergent,01-01-2024,Other
3611,chocolate,01-01-2024,Other
8817,rolls/buns,01-01-2024,Other
1977,pickled vegetables,01-01-2024,Other
5673,dessert,01-01-2024,Other
9894,yogurt,01-01-2024,Meat
8988,bottled beer,01-01-2024,Other
1822,yogurt,01-01-2024,Dairy
6378,mustard,01-01-2024,Dairy
9113,liver loaf,01-01-2024,Other
8229,canned beer,01-01-2024,Other
1815,yogurt,01-01-2024,Meat
6321,butter,01-01-2024,Dairy
9862,beverages,01-01-2024,Other
9327,fruit/vegetable juice,01-01-2024,Other
8984,chicken,01-01-2024,Other
1780,detergent,01-01-2024,Other
6313,margarine,01-01-2024,Other
1882,soda,01-01-2024,Other
3412,butter,01-01-2024,Other
1930,hamburger meat,01-01-2024,Other
5079,berries,01-01-2024,Dairy
7385,napkins,01-01-2024,Other
5628,candles,01-01-2024,Other
6480,tropical fruit,01-01-2024,Other
3194,pip fruit,01-01-2024,Other
3834,beverages,01-01-2024,Other
5079,frankfurter,01-01-2024,Dairy
8401,bottled beer,01-01-2024,Other
1835,pip fruit,01-01-2024,Other
2785,oil,01-01-2024,Other
1504,butter milk,01-01-2024,Other
1008,rolls/buns,01-01-2024,Other
4216,sparkling wine,01-01-2024,Other
9405,cream cheese ,01-01-2024,Other
2497,soda,01-01-2024,Other
8150,pastry,01-01-2024,Dairy
4740,bottled beer,01-01-2024,Dairy
3412,pip fruit,01-01-2024,Other
6321,pip fruit,01-01-2024,Other
4613,frozen potato products,01-01-2024,Other
4955,whole milk,01-01-2024,Beverages
2247,misc. beverages,01-01-2024,Dairy
7554,specialty chocolate,01-01-2024,Other
6716,yogurt,01-01-2024,Other
5782,sparkling wine,01-01-2024,Other
1867,rolls/buns,01-01-2024,Other
8124,candy,01-01-2024,Beverages
7273,pip fruit,01-01-2024,Other
3112,tropical fruit,01-01-2024,Other
3861,fruit/vegetable juice,01-01-2024,Other
9332,snack products,01-01-2024,Other
4281,other vegetables,01-01-2024,Other
7167,candy,01-01-2024,Canned Goods
2122,turkey,01-01-2024,Other
3077,rolls/buns,01-01-2024,Other
8464,soda,01-01-2024,Other
5083,bottled beer,01-01-2024,Other
2438,tropical fruit,01-01-2024,Other
2630,tropical fruit,01-01-2024,Other
9136,bottled water,01-01-2024,Other
3360,cream cheese ,01-01-2024,Other
2805,grapes,01-01-2024,Dairy
1887,rolls/buns,01-01-2024,Other
4621,chocolate,01-01-2024,Beverages
9958,newspapers,01-01-2024,Other
3077,sausage,01-01-2024,Snacks
1632,dog food,01-01-2024,Other
3611,frozen potato products,01-01-2024,Other
1294,cream cheese ,01-01-2024,Other
4716,brown bread,01-01-2024,Other
2037,sausage,01-01-2024,Other
9417,cream cheese ,01-01-2024,Other
9783,napkins,01-01-2024,Meat
5577,rolls/buns,01-01-2024,Other
9327,salt,01-01-2024,Other
3330,pastry,01-01-2024,Beverages
9025,meat,01-01-2024,Other
4083,frozen meals,01-01-2024,Dairy
9630,dog food,01-01-2024,Other
2005,beef,01-01-2024,Beverages
3803,sausage,01-01-2024,Other
5373,white wine,01-01-2024,Other
8218,sliced cheese,01-01-2024,Other
9024,herbs,01-01-2024,Meat
9402,other vegetables,01-01-2024,Other
9463,whole milk,01-01-2024,Other
4425,yogurt,01-01-2024,Dairy
1596,mustard,01-01-2024,Other
2368,coffee,01-01-2024,Dairy
2916,citrus fruit,01-01-2024,Other
8515,pip fruit,01-01-2024,Other
8139,bottled water,01-01-2024,Other
6219,frozen vegetables,01-01-2024,Dairy
1996,butter,01-01-2024,Other
9640,candles,01-01-2024,Meat
7149,other vegetables,01-01-2024,Other
3788,coffee,01-01-2024,Beverages
9327,baking powder,01-01-2024,Other
3613,other vegetables,01-01-2024,Other
1840,specialty chocolate,01-01-2024,Meat
1500,tropical fruit,01-01-2024,Dairy
5107,citrus fruit,01-01-2024,Other
2316,yogurt,01-01-2024,Other
2649,syrup,01-01-2024,Other
6113,salty snack,01-01-2024,Other
5079,curd,01-01-2024,Dairy
5205,shopping bags,01-01-2024,Other
1613,detergent,01-01-2024,Other
8944,butter,01-01-2024,Other
3864,beverages,01-01-2024,Other
7835,whole milk,01-01-2024,Meat
9181,whole milk,01-01-2024,Dairy
2749,frozen fish,01-01-2024,Other
4580,candy,01-01-2024,Canned Goods
1006,beef,01-01-2024,Other
9917,ham,01-01-2024,Other
2255,pastry,01-01-2024,Meat
1494,newspapers,01-01-2024,Other
5479,specialty bar,01-01-2024,Other
2118,hard cheese,01-01-2024,Dairy
3746,pork,01-01-2024,Other
5062,other vegetables,01-01-2024,Other
5241,tropical fruit,01-01-2024,Other
5673,pork,01-01-2024,Meat
9440,bottled beer,01-01-2024,Other
6435,soda,01-01-2024,Other
7933,specialty bar,01-01-2024,Other
3681,chocolate,01-01-2024,Other
8401,hair spray,01-01-2024,Other
7627,soda,01-01-2024,Other
5598,white wine,01-01-2024,Other
7450,margarine,01-01-2024,Other
8066,margarine,01-01-2024,Other
7890,frankfurter,01-01-2024,Other
5767,bottled water,01-01-2024,Other
2541,house keeping products,01-01-2024,Other
4900,whole milk,01-01-2024,Other
6100,whole milk,01-01-2024,Other
3786,yogurt,01-01-2024,Other
7249,chocolate,01-01-2024,Beverages
8424,salty snack,01-01-2024,Other
8046,other vegetables,01-01-2024,Other
1448,UHT-milk,01-01-2024,Other
3373,rolls/buns,01-01-2024,Other
7061,frankfurter,01-01-2024,Other
4425,shopping bags,01-01-2024,Beverages
9035,whole milk,01-01-2024,Beverages
4941,root vegetables,01-01-2024,Other
8218,rolls/buns,01-01-2024,Other
5701,fruit/vegetable juice,01-01-2024,Other
4216,shopping bags,01-01-2024,Other
7676,berries,01-01-2024,Other
3536,domestic eggs,01-01-2024,Other
1613,mustard,01-01-2024,Dairy
1188,soda,01-01-2024,Other
1882,instant coffee,01-01-2024,Beverages
6460,whipped/sour cream,01-01-2024,Beverages
4027,yogurt,01-01-2024,Other
4962,specialty bar,01-01-2024,Other
7566,pip fruit,01-01-2024,Other
2495,waffles,01-01-2024,Other
3462,soda,01-01-2024,Beverages
1645,bottled beer,01-01-2024,Other
4031,specialty chocolate,01-01-2024,Beverages
8191,pip fruit,01-01-2024,Other
6857,shopping bags,01-01-2024,Other
1494,shopping bags,01-01-2024,Beverages
7226,white bread,01-01-2024,Other
5430,flower soil/fertilizer,01-01-2024,Other
3423,meat,01-01-2024,Dairy
3685,chocolate,01-01-2024,Other
4126,root vegetables,01-01-2024,Other
1613,margarine,01-01-2024,Other
1618,whole milk,01-01-2024,Meat
3821,margarine,01-01-2024,Other
7340,other vegetables,01-01-2024,Dairy
5725,rolls/buns,01-01-2024,Other
2916,tropical fruit,01-01-2024,Other
3694,root vegetables,01-01-2024,Beverages
9217,rum,01-01-2024,Other
4443,pastry,01-01-2024,Other
7238,domestic eggs,01-01-2024,Other
3765,whole milk,01-01-2024,Beverages
6824,sausage,01-01-2024,Other
3752,pastry,01-01-2024,Other
6547,rolls/buns,01-01-2024,Other
5028,whole milk,01-01-2024,Other
8705,rolls/buns,01-01-2024,Other
9260,butter,01-01-2024,Other
6843,domestic eggs,01-01-2024,Other
7687,brown bread,01-01-2024,Other
1908,misc. beverages,01-01-2024,Other
3115,zwieback,01-01-2024,Other
4117,hygiene articles,01-01-2024,Other
6532,pork,01-01-2024,Dairy
7167,pastry,01-01-2024,Other
8099,soda,01-01-2024,Beverages
3482,pip fruit,01-01-2024,Dairy
5112,bottled water,01-01-2024,Dairy
5701,root vegetables,01-01-2024,Beverages
4740,hamburger meat,01-01-2024,Other
8590,mayonnaise,01-01-2024,Dairy
9939,yogurt,01-01-2024,Meat
3394,root vegetables,01-01-2024,Other
3303,sausage,01-01-2024,Other
3006,frankfurter,01-01-2024,Other
9303,herbs,01-01-2024,Other
9747,sausage,01-01-2024,Other
3312,root vegetables,01-01-2024,Other
1644,shopping bags,01-01-2024,Other
4965,UHT-milk,01-01-2024,Other
7962,ham,01-01-2024,Other
1538,hamburger meat,01-01-2024,Beverages
2541,frozen vegetables,01-01-2024,Beverages
3798,mayonnaise,01-01-2024,Other
6103,canned beer,01-01-2024,Meat
7291,ready soups,01-01-2024,Other
9371,sausage,01-01-2024,Dairy
6404,newspapers,01-01-2024,Other
9974,tropical fruit,01-01-2024,Other
8312,yogurt,01-01-2024,Dairy
5433,salt,01-01-2024,Other
2127,other vegetables,01-01-2024,Other
5493,whole milk,01-01-2024,Dairy
5255,other vegetables,01-01-2024,Other
8874,butter,01-01-2024,Other
2275,shopping bags,01-01-2024,Dairy
6260,canned beer,01-01-2024,Other
1212,chewing gum,01-01-2024,Other
8551,dishes,01-01-2024,Other
8874,curd,01-01-2024,Other
2866,specialty chocolate,01-01-2024,Other
6322,tropical fruit,01-01-2024,Other
7605,coffee,01-01-2024,Other
3053,ham,01-01-2024,Other
8046,frozen vegetables,01-01-2024,Other
5028,berries,01-01-2024,Other
6136,other vegetables,01-01-2024,Beverages
7135,seasonal products,01-01-2024,Other
4487,domestic eggs,01-01-2024,Other
3293,sliced cheese,01-01-2024,Other
5907,hamburger meat,01-01-2024,Other
4478,frozen meals,01-01-2024,Meat
7974,liver loaf,01-01-2024,Other
2127,rolls/buns,01-01-2024,Other
4111,canned beer,01-01-2024,Other
3907,other vegetables,01-01-2024,Other
5430,citrus fruit,01-01-2024,Other
5843,berries,01-01-2024,Other
4500,onions,01-01-2024,Other
2849,pork,01-01-2024,Other
5523,shopping bags,01-01-2024,Other
6100,oil,01-01-2024,Other
4493,newspapers,01-01-2024,Other
5523,mustard,01-01-2024,Other
1002,bottled water,01-01-2024,Other
3308,newspapers,01-01-2024,Other
1609,pip fruit,01-01-2024,Other
6321,processed cheese,01-01-2024,Other
6418,hard cheese,01-01-2024,Other
9894,curd,01-01-2024,Dairy
8998,yogurt,01-01-2024,Other
6986,cling film/bags,01-01-2024,Other
6581,pork,01-01-2024,Other
5236,ham,01-01-2024,Dairy
1213,whipped/sour cream,01-01-2024,Other
4117,other vegetables,01-01-2024,Beverages
2226,bottled beer,01-01-2024,Other
3207,yogurt,01-01-2024,Dairy
2452,white bread,01-01-2024,Other
3312,whole milk,01-01-2024,Other
6801,nut snack,01-01-2024,Other
4281,chewing gum,01-01-2024,Other
7566,red/blush wine,01-01-2024,Dairy
1609,candy,01-01-2024,Other
8401,butter milk,01-01-2024,Other
1002,pork,01-01-2024,Other
2721,curd,01-01-2024,Other
4317,finished products,01-01-2024,Other
1151,whole milk,01-01-2024,Other
8191,pip fruit,01-01-2024,Other
6895,brown bread,01-01-2024,Other
6481,long life bakery product,01-01-2024,Other
7926,onions,01-01-2024,Other
2895,shopping bags,01-01-2024,Other
9169,bottled water,01-01-2024,Other
8139,dessert,01-01-2024,Other
4952,rolls/buns,01-01-2024,Other
2441,berries,01-01-2024,Other
8515,butter milk,01-01-2024,Beverages
8424,frozen meals,01-01-2024,Beverages
8803,spread cheese,01-01-2024,Meat
1867,soda,01-01-2024,Other
2939,bottled beer,01-01-2024,Other
7706,tropical fruit,01-01-2024,Other
3765,whipped/sour cream,01-01-2024,Other
3032,cream cheese ,01-01-2024,Other
8358,soda,01-01-2024,Beverages
7080,fruit/vegetable juice,01-01-2024,Dairy
6532,coffee,01-01-2024,Dairy
8888,frozen meals,01-01-2024,Other
3053,tropical fruit,01-01-2024,Other
9024,rolls/buns,01-01-2024,Other
2127,flower soil/fertilizer,01-01-2024,Other
8901,whole milk,01-01-2024,Other
4443,tropical fruit,01-01-2024,Meat
5112,citrus fruit,01-01-2024,Other
3378,newspapers,01-01-2024,Other
4350,dishes,01-01-2024,Snacks
7973,beef,01-01-2024,Other
1943,soda,01-01-2024,Other
7484,bottled water,01-01-2024,Beverages
4955,root vegetables,01-01-2024,Other
7554,frozen vegetables,01-01-2024,Other
4058,chicken,01-01-2024,Other
2630,rolls/buns,01-01-2024,Other
7385,ham,01-01-2024,Other
2271,brown bread,01-01-2024,Other
5701,chocolate marshmallow,01-01-2024,Dairy
2928,cream cheese ,01-01-2024,Other
9249,soda,01-01-2024,Other
7605,sugar,01-01-2024,Other
8709,sausage,01-01-2024,Other
7680,bottled beer,01-01-2024,Other
3969,whipped/sour cream,01-01-2024,Other
5621,grapes,01-01-2024,Dairy
4273,rolls/buns,01-01-2024,Dairy
1090,yogurt,01-01-2024,Meat
3694,tropical fruit,01-01-2024,Other
4595,whole milk,01-01-2024,Dairy
7856,citrus fruit,01-01-2024,Other
9987,curd,01-01-2024,Other
9310,misc. beverages,01-01-2024,Other
5636,specialty bar,01-01-2024,Other
2726,curd,01-01-2024,Other
8408,dessert,01-01-2024,Other
2928,yogurt,01-01-2024,Other
8169,onions,01-01-2024,Meat
8051,domestic eggs,01-01-2024,Other
1735,frozen meals,01-01-2024,Other
3046,pastry,01-01-2024,Dairy
9391,Instant food products,01-01-2024,Other
1645,bottled water,01-01-2024,Other
4443,photo/film,01-01-2024,Other
5907,brown bread,01-01-2024,Other
3045,other vegetables,01-01-2024,Other
5654,frozen potato products,01-01-2024,Other
8551,shopping bags,01-01-2024,Other
5685,pastry,01-01-2024,Other
4580,white bread,01-01-2024,Other
7209,canned beer,01-01-2024,Other
9862,female sanitary products,01-01-2024,Other
2496,pip fruit,01-01-2024,Meat
8283,artif. sweetener,01-01-2024,Other
6863,zwieback,01-01-2024,Other
5014,rolls/buns,01-01-2024,Other
3919,white bread,01-01-2024,Other
3906,butter,01-01-2024,Other
5701,coffee,01-01-2024,Dairy
2917,sausage,01-01-2024,Other
6311,baking powder,01-01-2024,Other
9140,tropical fruit,01-01-2024,Other
2939,pip fruit,01-01-2024,Other
3871,flower (seeds),01-01-2024,Other
6735,condensed milk,01-01-2024,Other
5976,rolls/buns,01-01-2024,Dairy
1960,tropical fruit,01-01-2024,Dairy
8582,other vegetables,01-01-2024,Dairy
8413,white wine,01-01-2024,Other
3788,sausage,01-01-2024,Dairy
1835,tropical fruit,01-01-2024,Other
5692,soda,01-01-2024,Dairy
3919,coffee,01-01-2024,Other
3217,pip fruit,01-01-2024,Meat
8358,butter,01-01-2024,Meat
6991,curd,01-01-2024,Other
5673,shopping bags,01-01-2024,Other
2497,beef,01-01-2024,Other
8927,bottled water,01-01-2024,Other
7775,sugar,01-01-2024,Other
3053,brown bread,01-01-2024,Other
1212,whole milk,01-01-2024,Other
9416,flour,01-01-2024,Other
7676,other vegetables,01-01-2024,Other
6920,brown bread,01-01-2024,Other
3834,abrasive cleaner,01-01-2024,Other
1536,coffee,01-01-2024,Beverages
9770,pork,01-01-2024,Dairy
8464,curd,01-01-2024,Other
9895,bottled beer,01-01-2024,Dairy
4965,other vegetables,01-01-2024,Beverages
8839,cake bar,01-01-2024,Dairy
2829,whole milk,01-01-2024,Other
6010,whole milk,01-01-2024,Other
2928,whole milk,01-01-2024,Dairy
6918,whole milk,01-01-2024,Dairy
8013,cat food,01-01-2024,Other
1908,instant coffee,01-01-2024,Other
8124,rolls/buns,01-01-2024,Other
6311,root vegetables,01-01-2024,Beverages
9800,canned beer,01-01-2024,Beverages
9397,waffles,01-01-2024,Other
2726,frozen vegetables,01-01-2024,Other
7626,root vegetables,01-01-2024,Other
5577,pot plants,01-01-2024,Other
2452,bottled water,01-01-2024,Other
4544,whipped/sour cream,01-01-2024,Dairy
9465,whole milk,01-01-2024,Dairy
8245,whole milk,01-01-2024,Meat
2841,waffles,01-01-2024,Other
1996,processed cheese,01-01-2024,Dairy
1596,tropical fruit,01-01-2024,Other
7837,domestic eggs,01-01-2024,Dairy
3536,root vegetables,01-01-2024,Other
8893,detergent,01-01-2024,Beverages
1100,other vegetables,01-01-2024,Other
9800,whole milk,01-01-2024,Beverages
8312,ice cream,01-01-2024,Other
7911,bottled water,01-01-2024,Beverages
9391,mustard,01-01-2024,Other
1983,other vegetables,01-01-2024,Other
6581,frankfurter,01-01-2024,Other
1451,oil,01-01-2024,Other
1294,coffee,01-01-2024,Beverages
8129,other vegetables,01-01-2024,Other
1356,butter,01-01-2024,Beverages
3907,fruit/vegetable juice,01-01-2024,Dairy
8410,cream cheese ,01-01-2024,Other
1163,whole milk,01-01-2024,Other
9024,domestic eggs,01-01-2024,Other
8358,other vegetables,01-01-2024,Other
7933,bottled beer,01-01-2024,Other
7167,whole milk,01-01-2024,Other
3892,salty snack,01-01-2024,Other
5421,butter,01-01-2024,Other
9974,long life bakery product,01-01-2024,Other
8881,frozen dessert,01-01-2024,Other
1323,packaged fruit/vegetables,01-01-2024,Dairy
2419,domestic eggs,01-01-2024,Meat
1468,hygiene articles,01-01-2024,Dairy
8218,grapes,01-01-2024,Other
8988,whole milk,01-01-2024,Other
1896,curd,01-01-2024,Dairy
9035,dessert,01-01-2024,Other
6631,whole milk,01-01-2024,Other
5976,misc. beverages,01-01-2024,Beverages
5692,butter milk,01-01-2024,Other
9249,other vegetables,01-01-2024,Other
4962,other vegetables,01-01-2024,Other
8464,waffles,01-01-2024,Other
9079,frankfurter,01-01-2024,Other
1538,pork,01-01-2024,Other
8824,frozen vegetables,01-01-2024,Other
9216,waffles,01-01-2024,Canned Goods
4028,pasta,01-01-2024,Beverages
3015,bottled beer,01-01-2024,Dairy
7933,brown bread,01-01-2024,Other
3315,hygiene articles,01-01-2024,Other
8146,oil,01-01-2024,Other
8220,newspapers,01-01-2024,Other
5941,whole milk,01-01-2024,Dairy
5815,yogurt,01-01-2024,Other
1448,chicken,01-01-2024,Other
3315,fruit/vegetable juice,01-01-2024,Other
4476,UHT-milk,01-01-2024,Meat
2922,frozen meals,01-01-2024,Other
7309,other vegetables,01-01-2024,Other
1008,frankfurter,01-01-2024,Other
1210,pip fruit,01-01-2024,Other
7645,chicken,01-01-2024,Meat
1210,whipped/sour cream,01-01-2024,Other
4805,other vegetables,01-01-2024,Other
4782,pip fruit,01-01-2024,Other
3969,white bread,01-01-2024,Beverages
9734,hair spray,01-01-2024,Dairy
3648,yogurt,01-01-2024,Other
2719,sausage,01-01-2024,Other
7761,curd,01-01-2024,Dairy
5843,flour,01-01-2024,Other
8517,bottled water,01-01-2024,Dairy
6895,specialty chocolate,01-01-2024,Other
2735,sliced cheese,01-01-2024,Other
8358,cream cheese ,01-01-2024,Other
6315,frozen meals,01-01-2024,Beverages
6184,fruit/vegetable juice,01-01-2024,Beverages
8901,whole milk,01-01-2024,Other
6827,curd,01-01-2024,Other
1815,pork,01-01-2024,Other
4085,bottled water,01-01-2024,Other
4716,whole milk,01-01-2024,Other
7135,yogurt,01-01-2024,Other
1451,canned fish,01-01-2024,Other
7149,root vegetables,01-01-2024,Other
7958,curd,01-01-2024,Beverages
7684,rolls/buns,01-01-2024,Other
7188,margarine,01-01-2024,Other
3891,UHT-milk,01-01-2024,Other
3024,hygiene articles,01-01-2024,Dairy
6203,whole milk,01-01-2024,Other
3303,shopping bags,01-01-2024,Other
5031,grapes,01-01-2024,Dairy
6581,soda,01-01-2024,Other
9169,brown bread,01-01-2024,Meat
8968,bottled beer,01-01-2024,Beverages
4414,napkins,01-01-2024,Other
1939,citrus fruit,01-01-2024,Other
5345,bottled beer,01-01-2024,Other
1281,yogurt,01-01-2024,Other
7309,root vegetables,01-01-2024,Other
4190,bottled water,01-01-2024,Beverages
1130,yogurt,01-01-2024,Beverages
8494,citrus fruit,01-01-2024,Other
1960,butter,01-01-2024,Dairy
4031,rolls/buns,01-01-2024,Beverages
2805,whipped/sour cream,01-01-2024,Other
2271,butter,01-01-2024,Other
7167,salty snack,01-01-2024,Other
4487,sausage,01-01-2024,Other
5636,whole milk,01-01-2024,Other
2628,curd,01-01-2024,Other
5433,coffee,01-01-2024,Other
3343,beef,01-01-2024,Other
7627,pip fruit,01-01-2024,Other
1006,waffles,01-01-2024,Other
5800,chicken,01-01-2024,Other
2303,chicken,01-01-2024,Other
3424,pet care,01-01-2024,Other
6592,whole milk,01-01-2024,Other
8372,rolls/buns,01-01-2024,Other
4117,coffee,01-01-2024,Other
4476,hamburger meat,01-01-2024,Other
5101,UHT-milk,01-01-2024,Dairy
4487,pip fruit,01-01-2024,Other
2108,whipped/sour cream,01-01-2024,Other
7626,bottled water,01-01-2024,Other
9903,chocolate marshmallow,01-01-2024,Other
3666,citrus fruit,01-01-2024,Other
1780,cake bar,01-01-2024,Other
1873,dessert,01-01-2024,Other
1767,whipped/sour cream,01-01-2024,Other
4900,semi-finished bread,01-01-2024,Other
9740,citrus fruit,01-01-2024,Other
1896,cream cheese ,01-01-2024,Other
1212,yogurt,01-01-2024,Other
5564,yogurt,01-01-2024,Other
7958,UHT-milk,01-01-2024,Other
1632,chicken,01-01-2024,Other
5243,dessert,01-01-2024,Other
1983,canned beer,01-01-2024,Other
9327,white bread,01-01-2024,Meat
9888,detergent,01-01-2024,Meat
2928,rolls/buns,01-01-2024,Dairy
7725,sausage,01-01-2024,Other
5322,shopping bags,01-01-2024,Dairy
7932,candy,01-01-2024,Other
6113,fruit/vegetable juice,01-01-2024,Other
3482,dishes,01-01-2024,Other
8867,bottled beer,01-01-2024,Other
3965,soap,01-01-2024,Other
7458,specialty bar,01-01-2024,Other
2510,rolls/buns,01-01-2024,Other
1011,artif. sweetener,01-01-2024,Other
6124,yogurt,01-01-2024,Dairy
8333,spread cheese,01-01-2024,Other
6010,rolls/buns,01-01-2024,Other
2474,tropical fruit,01-01-2024,Other
9332,long life bakery product,01-01-2024,Other
8803,pastry,01-01-2024,Other
7131,yogurt,01-01-2024,Other
3343,long life bakery product,01-01-2024,Other
7626,frozen potato products,01-01-2024,Dairy
8141,soft cheese,01-01-2024,Other
7977,margarine,01-01-2024,Dairy
7801,whole milk,01-01-2024,Beverages
7982,pastry,01-01-2024,Other
9073,brown bread,01-01-2024,Other
5764,long life bakery product,01-01-2024,Other
5628,cream cheese ,01-01-2024,Other
7943,soda,01-01-2024,Other
9878,coffee,01-01-2024,Other
3045,chocolate,01-01-2024,Other
5179,whole milk,01-01-2024,Meat
3855,specialty bar,01-01-2024,Other
1699,frankfurter,01-01-2024,Other
9719,tropical fruit,01-01-2024,Dairy
6150,bottled water,01-01-2024,Other
6108,pastry,01-01-2024,Beverages
3026,whole milk,01-01-2024,Meat
6102,specialty chocolate,01-01-2024,Other
1538,other vegetables,01-01-2024,Other
3442,ham,01-01-2024,Meat
4478,pork,01-01-2024,Dairy
8287,rolls/buns,01-01-2024,Dairy
5251,soda,01-01-2024,Other
2497,hamburger meat,01-01-2024,Other
9491,frankfurter,01-01-2024,Beverages
2495,cat food,01-01-2024,Other
2339,oil,01-01-2024,Other
6176,soda,01-01-2024,Other
8559,candy,01-01-2024,Other
9992,beef,01-01-2024,Meat
3648,frozen fish,01-01-2024,Other
6774,margarine,01-01-2024,Other
1873,pastry,01-01-2024,Other
1835,candy,01-01-2024,Beverages
3462,red/blush wine,01-01-2024,Other
4392,pork,01-01-2024,Other
2037,rolls/buns,01-01-2024,Other
4847,photo/film,01-01-2024,Other
3666,soda,01-01-2024,Other
9397,tropical fruit,01-01-2024,Other
5205,hamburger meat,01-01-2024,Other
3287,yogurt,01-01-2024,Other
3082,pork,01-01-2024,Other
4613,other vegetables,01-01-2024,Other
7299,whole milk,01-01-2024,Other
9903,pip fruit,01-01-2024,Other
4317,newspapers,01-01-2024,Meat
1100,whipped/sour cream,01-01-2024,Other
7193,fruit/vegetable juice,01-01-2024,Other
7645,whole milk,01-01-2024,Other
3798,whipped/sour cream,01-01-2024,Other
3648,chewing gum,01-01-2024,Dairy
8229,bottled beer,01-01-2024,Beverages
3293,frankfurter,01-01-2024,Dairy
6722,sausage,01-01-2024,Other
6983,processed cheese,01-01-2024,Other
3578,canned beer,01-01-2024,Beverages
8051,soap,01-01-2024,Other
3379,sausage,01-01-2024,Other
1002,rolls/buns,01-01-2024,Other
8184,bottled water,01-01-2024,Other
7021,abrasive cleaner,01-01-2024,Other
2785,rolls/buns,01-01-2024,Other
6000,soda,01-01-2024,Other
9903,whipped/sour cream,01-01-2024,Other
9706,root vegetables,01-01-2024,Other
2496,pickled vegetables,01-01-2024,Other
6630,meat,01-01-2024,Other
7977,tropical fruit,01-01-2024,Other
3424,beverages,01-01-2024,Other
3262,whole milk,01-01-2024,Other
6592,butter,01-01-2024,Other
8401,pot plants,01-01-2024,Other
2340,long life bakery product,01-01-2024,Other
1613,bottled water,01-01-2024,Other
5931,sausage,01-01-2024,Other
3046,shopping bags,01-01-2024,Meat
7741,other vegetables,01-01-2024,Beverages
9310,salty snack,01-01-2024,Other
5685,newspapers,01-01-2024,Beverages
3315,root vegetables,01-01-2024,Meat
5142,misc. beverages,01-01-2024,Other
5701,salty snack,01-01-2024,Other
5752,specialty chocolate,01-01-2024,Meat
3536,cat food,01-01-2024,Meat
3026,frozen vegetables,01-01-2024,Other
3164,tropical fruit,01-01-2024,Other
8120,male cosmetics,01-01-2024,Other
2263,bottled water,01-01-2024,Other
7458,fruit/vegetable juice,01-01-2024,Other
9770,whole milk,01-01-2024,Other
1477,hamburger meat,01-01-2024,Other
1444,kitchen towels,01-01-2024,Other
9716,root vegetables,01-01-2024,Beverages
7565,turkey,01-01-2024,Other
9640,baking powder,01-01-2024,Other
8218,frankfurter,01-01-2024,Other
6863,long life bakery product,01-01-2024,Other
7102,canned beer,01-01-2024,Other
9800,specialty chocolate,01-01-2024,Other
8582,oil,01-01-2024,Other
2303,oil,01-01-2024,Snacks
2805,frankfurter,01-01-2024,Other
4249,curd,01-01-2024,Beverages
3458,sausage,01-01-2024,Other
1232,brown bread,01-01-2024,Other
8817,tropical fruit,01-01-2024,Other
7741,oil,01-01-2024,Dairy
3178,candy,01-01-2024,Other
4394,other vegetables,01-01-2024,Other
3578,salty snack,01-01-2024,Dairy
1794,other vegetables,01-01-2024,Other
6542,nuts/prunes,01-01-2024,Other
1281,dishes,01-01-2024,Other
8515,white bread,01-01-2024,Other
9260,sugar,01-01-2024,Other
3933,frankfurter,01-01-2024,Other
5564,rolls/buns,01-01-2024,Other
7369,bottled beer,01-01-2024,Other
2452,pastry,01-01-2024,Beverages
5250,dessert,01-01-2024,Other
2677,pot plants,01-01-2024,Other
9387,coffee,01-01-2024,Other
2841,baking powder,01-01-2024,Other
6381,red/blush wine,01-01-2024,Beverages
2928,other vegetables,01-01-2024,Other
2679,other vegetables,01-01-2024,Meat
8387,yogurt,01-01-2024,Other
7061,pork,01-01-2024,Other
2825,newspapers,01-01-2024,Meat
8426,whole milk,01-01-2024,Other
7291,whole milk,01-01-2024,Meat
4081,whole milk,01-01-2024,Other
9217,whole milk,01-01-2024,Dairy
1644,domestic eggs,01-01-2024,Beverages
2785,hamburger meat,01-01-2024,Other
1960,napkins,01-01-2024,Other
7977,frozen vegetables,01-01-2024,Other
1074,tropical fruit,01-01-2024,Other
3965,sausage,01-01-2024,Beverages
8129,curd,01-01-2024,Other
7102,root vegetables,01-01-2024,Meat
5243,whole milk,01-01-2024,Other
1214,root vegetables,01-01-2024,Other
4847,grapes,01-01-2024,Other
